Start Timestamp,End Timestamp,Dialogue
"00:50:50,830","00:50:53,840","Ten years ago, could I have gotten to him?"
"00:50:57,720","00:51:01,680","Well, now he's dead, Tom, and nothing can bring him back."
"00:51:03,470","00:51:09,350","You've got to talk to Sonny, to the Caporegimes, Tessio, fat Clemenza."
"00:51:14,320","00:51:16,400","It's good business, Tom."
"00:51:17,780","00:51:22,620",I'll try. But even Sonny won't be able to call off Luca Brasi.
"00:51:25,660","00:51:27,450","Yeah, well..."
"00:51:29,290","00:51:31,670",Let me worry about Luca.
"00:51:36,880","00:51:39,260",You just talk to Sonny.
"00:51:39,340","00:51:41,590",And the other two kids.
"00:51:44,550","00:51:47,060",- I'll do my best. - Good.
"00:51:49,430","00:51:51,850",Now you can go.
"00:51:58,690","00:52:03,370","I don't like violence, Tom. I'm a businessman."
"00:52:03,450","00:52:05,910",Blood is a big expense.
"00:52:27,140","00:52:29,020",He's still alive.
"00:52:29,100","00:52:33,060","They hit him with five shots, and he's still alive!"
"00:52:33,150","00:52:37,900","That's bad luck for me, and bad luck for you if you don't make that deal."
"00:53:22,610","00:53:25,030",Your mother is at the hospital with your father.
"00:53:25,031","00:53:27,450",Looks like he'll pull through.
"00:53:29,280","00:53:35,920","It's a lot of bad blood. Sollozzo, Philip Tattaglia, Bruno Tattaglia, Ramon..."
"00:53:36,000","00:53:39,420",- You gonna kill all those guys? - Stay out of it.
"00:53:39,500","00:53:41,960","If you get rid of Sollozzo, everything falls into line."
"00:53:42,050","00:53:46,340",What about Luca? Sollozzo thinks he can control him.
"00:53:46,430","00:53:50,220","If Luca sold out, we're in a lot of trouble."
"00:53:50,310","00:53:53,890",- Has anyone been in touch with Luca? - We've been trying all night.
"00:53:53,980","00:53:58,020","- Hey, do me a favor... - Luca never sleeps over with a broad."
"00:54:00,110","00:54:05,320","Well, Tom, you're consigliere. What do we do if the old man dies?"
"00:54:06,450","00:54:12,660","If we lose the old man, we lose the political contacts and half our strength."
"00:54:12,740","00:54:18,420",The other New York families might support Sollozzo to avoid a long war.
"00:54:18,500","00:54:23,050",This is almost 1946. Nobody wants bloodshed anymore.
"00:54:23,130","00:54:24,800",If your father dies
"00:54:27,220","00:54:28,970",you make the deal.
"00:54:29,050","00:54:33,930",- Easy to say. He's not your father. - I'm as much a son as you or Mike.
"00:54:38,520","00:54:40,020",What is it?
"00:54:41,020","00:54:46,820","- Paulie, I told you to stay put. - The guy at the gates has a package."
"00:54:46,900","00:54:49,030","Tessio, go see what it is."
"00:54:52,370","00:54:54,620",- Shall I stay? - Yeah. Are you all right?
"00:54:54,700","00:54:58,460",- I'm fine. - There's food. Are you hungry?
"00:54:58,540","00:55:02,130",- No. - A drink? Brandy will sweat it out.
"00:55:02,210","00:55:04,840",- Go ahead. - That might be a good idea.
"00:55:06,590","00:55:12,640",Take care of that son-of-a-bitch. Paulie sold out the old man.
"00:55:12,720","00:55:16,310",- Make that the first thing on your list. - Understood.
"00:55:16,390","00:55:20,690","Mickey, tomorrow, get some guys and go to Luca's apartment."
"00:55:20,770","00:55:24,480",Maybe we shouldn't get Mike mixed up in this too directly.
"00:55:27,030","00:55:30,740",Hanging around the house on the phone would be a big help.
"00:55:31,610","00:55:33,530",Try Luca again.
"00:55:42,460","00:55:45,210",- What's this? - A Sicilian message.
"00:55:45,300","00:55:48,170",It means Luca Brasi sleeps with the fishes.
"00:56:01,900","00:56:03,980",- I'm going. - When will you be home?
"00:56:04,060","00:56:05,730",Probably late.
"00:56:08,280","00:56:11,950","- Don't forget the cannoli! - Yeah, yeah, yeah."
"00:56:14,200","00:56:18,700","Rocco, sit on the other side. You block the rear-view mirror."
"00:56:20,250","00:56:23,670",Sonny's running wild. He wants to go to mattresses already.
"00:56:23,750","00:56:29,630",We have to find a spot on the West Side. Try 309 West 43rd Street.
"00:56:29,710","00:56:33,220",- Know a good spot on the West Side? - I'll think about it.
"00:56:33,300","00:56:37,060",Think while you're driving. I want to hit New York this month.
"00:56:37,140","00:56:38,890",Watch the kids.
"00:56:49,780","00:56:55,570","Paulie, go down 39th Street, pick up 18 mattresses and bring me the bill."
"00:56:55,660","00:56:57,080","Yeah, all right."
"00:56:57,160","00:57:01,580","Make sure they're clean, because the guys will be there a long time."
"00:57:01,660","00:57:05,920",- They're clean and exterminated. - That's a bad word to use.
"00:57:06,000","00:57:09,960","Exterminate! Watch out, so we don't exterminate you!"
"00:57:16,680","00:57:19,180",Pull over. I've got to take a leak.
"00:58:01,060","00:58:04,270",Leave the gun. Take the cannoli.
"00:58:22,450","00:58:25,330","Hey, Mike! Hey, Mikey!"
"00:58:27,250","00:58:29,380",- Yeah. - Phone call!
"00:58:35,420","00:58:37,630",- Who is it? - Some girl.
"00:58:41,930","00:58:44,350",- Hello. Kay? - How's your father?
"00:58:44,430","00:58:46,430",He's going to make it.
"00:58:46,890","00:58:48,730",I love you.
"00:58:50,150","00:58:51,770",I love you!
"00:58:52,610","00:58:55,240","- Michael? - Yeah, I know."
"00:58:55,320","00:58:58,240",- Tell me you love me. - I can't talk.
"00:58:58,320","00:59:00,200",Can't you say it?
"00:59:01,410","00:59:03,280",I'll see you tonight.
"00:59:04,080","00:59:07,210",Why don't you tell that nice girl you love her?
"00:59:07,290","00:59:12,090","I love you with all my heart. If I don't see you again soon, I'm going to die!"
"00:59:13,170","00:59:18,050",Come and learn something. You might have to cook for 20 guys some day.
"00:59:18,130","00:59:21,760","You start with a little oil, then fry some garlic."
"00:59:21,890","00:59:27,520","Throw in some tomatoes, tomato paste, fry it and make sure it doesn't stick."
"00:59:27,600","00:59:31,690","You get it to a boil, you shove in all your sausage and meatballs."
"00:59:33,570","00:59:35,650",Add a little bit of wine.
"00:59:38,900","00:59:43,320",And a little bit of sugar. That's my trick.
"00:59:43,450","00:59:47,700",Cut the crap. I have more important things for you. How's Paulie?
"00:59:47,790","00:59:50,000",You won't see him no more.
"00:59:51,460","00:59:53,960",- Where are you going? - To the city.
"00:59:54,040","00:59:57,550",- Send bodyguards with him. - I'm going to the hospital...
"00:59:57,630","01:00:00,970",He'll be all right. Sollozzo knows he's a civilian.
"01:00:01,050","01:00:03,050","- Be careful. - Yes, sir."
"01:00:06,180","01:00:08,470",Send somebody with him anyway.
"01:00:36,540","01:00:39,590",- I have to go. - Can I go with you?
"01:00:41,380","01:00:45,720","No, Kay. There will be detectives there, people from the press."
"01:00:45,800","01:00:47,930",I'll wait in the cab.
"01:00:50,560","01:00:53,190",I don't want you to get involved.
"01:00:55,900","01:00:58,150",When will I see you again?
"01:01:04,490","01:01:08,620","Go back to New Hampshire, and I'll call you at your parents' house."
"01:01:10,370","01:01:15,080","- When will I see you again, Michael? - I don't know."
"01:03:27,300","01:03:31,140",What are you doing here? You're not supposed to be here.
"01:03:31,220","01:03:34,720",I'm Michael Corleone. This is my father.
"01:03:34,810","01:03:37,140",What happened to the guards?
"01:03:37,230","01:03:42,650",Your father had too many visitors. They interfered with hospital service.
"01:03:42,730","01:03:46,070",The police made them leave about 10 minutes ago.
"01:03:50,570","01:03:54,530","Get me Long Beach 45620, please."
"01:03:57,080","01:03:59,410",Nurse. Wait a minute. Stay here.
"01:04:03,460","01:04:08,300","Sonny, I'm at the hospital. I got here late, there's nobody here."
"01:04:08,420","01:04:12,680","No Tessio's men, no detectives, nobody. Papa's all alone."
"01:04:12,760","01:04:15,260",- Don't panic. - I won't panic.
"01:04:16,720","01:04:19,600","I'm sorry, but you will have to leave."
"01:04:22,310","01:04:25,150",We're going to move him to another room.
"01:04:25,230","01:04:28,230",Can you disconnect the tubes?
"01:04:28,320","01:04:31,860",- That's out of the question! - Do you know my father?
"01:04:31,950","01:04:36,240",Men are coming here to kill him. Do you understand?
"01:04:36,330","01:04:38,120","Help me, please."
"01:05:55,200","01:05:58,990","- Who are you? - I am Enzo, the Baker."
"01:06:00,030","01:06:02,080",- Remember me? - Enzo.
"01:06:02,160","01:06:05,290","You'd better go, there's going to be trouble."
"01:06:05,370","01:06:10,000","If there is trouble, I'll stay here to help you. For your father."
"01:06:12,000","01:06:16,130","Listen. Wait for me outside, in front of the hospital, all right?"
"01:06:16,220","01:06:18,300",I'll be out in a minute.
"01:06:32,070","01:06:35,820","Just lie here, Pop. I'll take care of you now."
"01:06:37,780","01:06:39,820",I'm with you now.
"01:06:41,450","01:06:42,990",I'm with you.
"01:07:18,450","01:07:20,610",Get rid of these. Come here.
"01:07:21,570","01:07:23,785","Put your hand in your pocket, like you have a gun."
"01:07:23,786","01:07:26,000",You'll be all right.
"01:08:17,340","01:08:19,010",You did good.
"01:09:07,560","01:09:10,770",I thought all you Guinea hoods were locked up!
"01:09:10,890","01:09:15,480",- Why isn't anyone guarding my father? - You little punk!
"01:09:15,560","01:09:19,480",Don't you tell me my business! I pulled them off.
"01:09:19,610","01:09:25,530",- Stay away from this hospital! - Not until my father's room is guarded.
"01:09:26,370","01:09:29,660","- Phil, take him in! - The kid's clean, Captain."
"01:09:29,740","01:09:33,580",- He's a war hero. He's never been... - I said take him in!
"01:09:35,750","01:09:42,010",- What's The Turk paying you? - Take a hold of him. Stand him up.
"01:09:42,090","01:09:43,970",Stand him up straight.
"01:10:06,110","01:10:11,740",I'm the Corleones' attorney. These men are hired to protect Vito Corleone.
"01:10:11,830","01:10:14,250",They're licensed to carry firearms.
"01:10:14,330","01:10:18,750","If you interfere, you'll have to appear before the judge and show 'cause."
"01:10:18,830","01:10:20,840",Let him go.
"01:10:53,240","01:10:57,160",- What's with all the new faces? - We'll need them now.
"01:10:57,250","01:11:00,130","After the hospital thing, Sonny got mad."
"01:11:00,210","01:11:03,380",We hit Bruno Tattaglia this morning.
"01:11:04,510","01:11:06,510",Jesus Christ.
"01:11:13,180","01:11:15,680",Looks like a fortress around here.
"01:11:17,810","01:11:23,190",Tamaduch! Hey... 100 buttonmen on the street 24 hours a day.
"01:11:23,270","01:11:26,860","That Turk shows one hair on his ass, he's dead."
"01:11:28,900","01:11:30,990","Mike, let me look at you."
"01:11:35,040","01:11:38,080","You're beautiful, beautiful. You're gorgeous."
"01:11:38,210","01:11:43,790",The Turk wants to talk! Imagine the nerve of the son-of-a-bitch.
"01:11:43,880","01:11:46,630",- He wants a meeting today. - What did he say?
"01:11:46,760","01:11:51,550",What did he say... He wants us to send Michael to hear the proposition.
"01:11:51,640","01:11:55,100",He promises that the deal is too good to refuse.
"01:11:55,180","01:11:58,270",- And Bruno Tattaglia? - That's part of the deal.
"01:11:58,350","01:12:02,650",- He cancels out what they did to Father. - We should listen to them.
"01:12:02,730","01:12:05,860","No more! Not this time, Consigliere."
"01:12:05,940","01:12:09,490","No more meetings, discussions, or Sollozzo tricks."
"01:12:09,570","01:12:12,610","I want Sollozzo, or we go to war..."
"01:12:12,700","01:12:15,660",- The other families... - They hand me Sollozzo!
"01:12:15,740","01:12:18,040","This is business, not personal!"
"01:12:18,120","01:12:22,540","- They shot my father... - Even that was business, not personal."
"01:12:23,460","01:12:27,210",Then business will have to suffer. Do me a favor.
"01:12:27,300","01:12:31,300",No more advice on how to patch things up. Just help me win.
"01:12:37,600","01:12:41,520","I found out about Captain McCluskey, who broke Mike's jaw."
"01:12:41,600","01:12:45,900","He's definitely on Sollozzo's payroll, and for big money."
"01:12:45,980","01:12:50,030",McCluskey has agreed to be The Turk's bodyguard.
"01:12:50,110","01:12:53,860","So when Sollozzo is being guarded, he's invulnerable."
"01:12:53,950","01:12:57,530",Nobody has ever gunned down a New York police captain.
"01:12:57,660","01:13:03,580",All the families would come after you. The Corleone family would be outcasts!
"01:13:03,670","01:13:07,500",Even the old man's political protection would run for cover.
"01:13:08,800","01:13:12,630",Do me a favor. Take this into consideration.
"01:13:16,470","01:13:18,470","All right, we'll wait."
"01:13:23,890","01:13:26,730",We can't wait. We can't wait.
"01:13:28,190","01:13:32,150","No matter what Sollozzo says, he's going to kill Pop."
"01:13:32,240","01:13:35,950",That's the key for him. We've got to get Sollozzo.
"01:13:36,030","01:13:40,330",- Mike is right. - Let me ask you something.
"01:13:40,410","01:13:45,000",What about this McCluskey? What do we do with this cop?
"01:13:50,170","01:13:53,050","They want to have a meeting with me, right?"
"01:13:53,920","01:13:58,350","It will be me, McCluskey and Sollozzo."
"01:14:00,350","01:14:02,350",Let's set the meeting.
"01:14:04,520","01:14:08,230",Get our informers to find out where it's going to be held.
"01:14:10,070","01:14:13,860","We insist it's a public place. A bar, a restaurant."
"01:14:13,940","01:14:17,700","Some place where there are people, so I feel safe."
"01:14:20,450","01:14:23,450","They'll search me when I meet them, right?"
"01:14:23,540","01:14:25,870",So I can't have a weapon on me.
"01:14:29,250","01:14:34,210",But if Clemenza can figure out a way to have a weapon planted there for me
"01:14:39,180","01:14:41,390",then I'll kill them both.
"01:14:53,480","01:14:58,200",Nice college boy. Didn't want to get mixed up in the family business.
"01:14:58,320","01:15:01,950",Now you want to shoot a police captain because he slapped you?
"01:15:02,080","01:15:08,580",This isn't like the army! You have to get close and get their brains on your suit.
"01:15:08,670","01:15:11,710",You're taking this very personal.
"01:15:11,790","01:15:15,210","Tom, this is business and he's taking it personal."
"01:15:15,340","01:15:18,800",- Where does it say you can't kill a cop? - Mikey...
"01:15:18,930","01:15:25,020","I'm talking about a cop who's mixed up in drugs, a dishonest cop."
"01:15:26,060","01:15:30,350",A cop who got mixed up in the rackets and got what was coming.
"01:15:30,480","01:15:35,030","That's a terrific story. We have newspaper people on the payroll, right?"
"01:15:36,490","01:15:40,320",- They might like a story like that. - They might.
"01:15:43,990","01:15:47,580","It's not personal, Sonny. It's strictly business."
"01:15:50,790","01:15:52,330",It's as cold as they come.
"01:15:52,420","01:15:55,670","Impossible to trace, so you don't worry about prints."
"01:15:56,090","01:16:00,130",I put a special tape on the trigger and the butt. Try it.
"01:16:12,310","01:16:14,400",Is the trigger too tight?
"01:16:17,730","01:16:18,940",My ears!
"01:16:19,030","01:16:23,660","I left it noisy, so it scares away any pain-in-the-ass innocent bystanders."
"01:16:24,830","01:16:27,740",You've shot them both. Now what do you do?
"01:16:30,120","01:16:33,790","- Sit down, finish my dinner. - Don't fool around."
"01:16:33,880","01:16:37,420",Let your hand drop to your side and let the gun slip out.
"01:16:37,500","01:16:41,930","Everybody will still think you've got it. They'll stare at your face,"
"01:16:42,010","01:16:44,890","so walk out fast, but don't run."
"01:16:44,970","01:16:48,390","Don't look anybody in the eye, but don't look away either."
"01:16:48,470","01:16:51,980","They'll be scared stiff, so don't worry about nothing."
"01:16:54,020","01:16:58,280","You'll be all right. You'll take a vacation, nobody knows where,"
"01:16:58,360","01:17:00,440",and we'll catch the hell.
"01:17:01,070","01:17:04,910",- How bad do you think it will be? - Pretty goddamn bad.
"01:17:04,990","01:17:08,040",All the other families will probably line up against us.
"01:17:08,160","01:17:10,935","These things have to happen every five, 10 years."
"01:17:10,936","01:17:13,710",Gets rid of the bad blood.
"01:17:13,830","01:17:18,250",Been 10 years since the last one. You have to stop them at the beginning.
"01:17:18,380","01:17:24,090","Like they should have stopped Hitler in Munich, not letting him get away with it."
"01:17:25,510","01:17:30,020","You know, Mike, we were all proud of you. Being a hero and all."
"01:17:30,100","01:17:31,810",Your father too.
"01:18:09,890","01:18:13,310",Nothing. Not a hint. Absolutely nothing.
"01:18:14,270","01:18:18,520",Even Sollozzo's people don't know where the meeting will be held.
"01:18:18,610","01:18:20,940",How much time do we have?
"01:18:21,820","01:18:26,610",They're going to pick you up outside Jack Dempsey's in an hour and a half.
"01:18:27,610","01:18:32,490",- We could put a tail on them. - Sollozzo would lose our ass.
"01:18:33,870","01:18:38,420",- What about the negotiator? - He's playing pinochle with my men.
"01:18:38,540","01:18:43,630",- He's happy. They're letting him win. - Too risky. Maybe we should call it off.
"01:18:43,710","01:18:47,090",The negotiator plays cards until Mike is back safe.
"01:18:47,180","01:18:51,220",- He could blast whoever is in the car. - They'll expect that.
"01:18:51,300","01:18:54,640","Sollozzo might not even be in the car, Sonny!"
"01:18:54,730","01:18:56,230",I'll get it.
"01:19:21,500","01:19:23,670",Louis' restaurant in the Bronx.
"01:19:23,750","01:19:27,090",- Is it reliable? - My man in McCluskey's precinct.
"01:19:27,220","01:19:32,930",A police captain is on call 24 hours a day. He'll be there between 8 and 10.
"01:19:33,010","01:19:37,890","- Anybody know this joint? - Sure, I do. It's perfect for us."
"01:19:37,980","01:19:42,940","A small family place, good food. Everyone minds his business. Perfect."
"01:19:43,690","01:19:48,860","They've got an old-fashioned toilet. You know, the box and the chain thing."
"01:19:50,860","01:19:53,950",We might be able to tape the gun behind it.
"01:19:54,030","01:19:58,160","All right. Mike, you go to the restaurant,"
"01:19:58,250","01:20:02,130","you eat, talk for a while, you relax. Make them relax."
"01:20:02,210","01:20:07,550","Then you go to take a leak. No, better still, you ask permission to go."
"01:20:07,630","01:20:12,090",Then you come back blasting. Two shots in the head apiece.
"01:20:13,850","01:20:16,350",I want somebody very good to plant that gun.
"01:20:16,430","01:20:19,940",I don't want him coming out with just his dick.
"01:20:20,020","01:20:25,570",- The gun will be there. - You drive him and pick him up.
"01:20:25,650","01:20:27,320",Let's move.
"01:20:32,820","01:20:35,990",Did he tell you to drop the gun right away?
"01:20:36,080","01:20:37,950","Yeah, a million times."
"01:20:42,710","01:20:46,920",Don't forget. Two shots apiece in the head as soon as you come out.
"01:20:53,510","01:20:57,100",How long do you think it will be before I can come back?
"01:20:57,930","01:21:00,020",At least a year.
"01:21:00,140","01:21:04,940","I'll square it with Mom, that you're not seeing her before you leave and..."
"01:21:06,480","01:21:10,320",I'll get a message to that girlfriend when the time is right.
"01:21:16,160","01:21:17,660",Take care.
"01:21:20,450","01:21:22,210","Take care, Mike."
"01:21:55,030","01:21:58,830",I'm glad you came. I hope we can straighten everything out.
"01:22:00,040","01:22:05,120",It's not the way I wanted things to go. It should never have happened.
"01:22:05,250","01:22:09,540",I want to straighten everything out. I don't want my father bothered again.
"01:22:09,630","01:22:12,880","I swear on my children that he won't be, Mike."
"01:22:13,880","01:22:17,180",But you have to keep an open mind when we talk.
"01:22:17,260","01:22:21,680",I hope you're not a hothead like Sonny. You can't talk business with him.
"01:22:23,560","01:22:25,230",He's a good kid.
"01:22:29,310","01:22:32,690","I'm sorry about the other night, Mike."
"01:22:32,780","01:22:36,860","I've got to frisk you, so turn around. On your knees, facing me."
"01:22:41,990","01:22:46,670",I guess I'm getting too old for my job. Too grouchy.
"01:22:48,080","01:22:51,920",Can't stand the aggravation. You know how it is.
"01:22:54,210","01:22:55,630",He's clean.
"01:23:22,240","01:23:24,540",Going to Jersey?
"01:23:27,040","01:23:28,580",Maybe.
"01:23:53,860","01:23:55,650","Nice work, Lou."
"01:24:32,810","01:24:38,360",- How's the food in this restaurant? - Try the veal. It's the best in the city.
"01:24:38,440","01:24:40,110",I'll have it.
"01:25:15,690","01:25:18,860",- I'm going to speak Italian to Mikey. - Go ahead.
"01:26:38,480","01:26:40,150",What I want...
"01:26:41,110","01:26:43,280",What's most important to me
"01:26:46,030","01:26:50,240",is that I have a guarantee. No more attempts on my father's life.
"01:26:50,330","01:26:55,080",What guarantees can I give you? I'm the hunted one!
"01:26:55,160","01:26:58,710","I missed my chance. You think too much of me, kid."
"01:26:58,790","01:27:00,630",I'm not that clever.
"01:27:02,130","01:27:04,380",All I want is a truce.
"01:27:10,930","01:27:14,770",I have to go to the bathroom. Is it all right?
"01:27:16,140","01:27:18,650","When you got to go, you got to go."
"01:27:24,150","01:27:26,070",He's clean.
"01:27:26,150","01:27:28,240",Don't take too long.
"01:27:31,370","01:27:33,160",I've frisked a thousand punks.
"01:32:23,780","01:32:25,790","Okay, you take over."
"01:32:43,050","01:32:44,890","I love you, Grandpa."
"01:32:47,810","01:32:50,520","I'm sorry, Pa. He doesn't know you yet."
"01:32:51,850","01:32:54,940","- Hey, big guy. Give it to Grandpa. - Okay."
"01:32:55,060","01:33:01,320",""" I hope you get well, Grandpa, and wish I see you soon. Your grandson Frank."""
"01:33:04,320","01:33:06,620",Go with your mother.
"01:33:06,700","01:33:08,830",Take them downstairs.
"01:33:14,960","01:33:17,000","Go on, Carlo, you too."
"01:33:18,710","01:33:20,420",Go on.
"01:33:41,030","01:33:45,030","- What's the matter with you, Carlo? - Shut up and set the table."
"01:34:00,590","01:34:06,640","Since McCluskey's killing, the police have cracked down on our operations."
"01:34:08,390","01:34:13,270",And also the other families. There's been a lot of bad blood.
"01:34:13,350","01:34:16,850","They hit us, so we hit them back."
"01:34:17,690","01:34:22,230",Through our newspaper contacts we've been able to put out material
"01:34:22,320","01:34:26,610",about McCluskey's link with Sollozzo in the drug rackets.
"01:34:26,700","01:34:28,820",So things are loosening up.
"01:34:30,080","01:34:34,830","And I'm sending Fredo to Las Vegas,"
"01:34:34,910","01:34:37,460",under the protection of Don Francesco of L.A.
"01:34:37,580","01:34:42,090",- I want him to rest. - I'm going to learn the casino business.
"01:34:50,430","01:34:52,220",Where's Michael?
"01:35:04,530","01:35:07,660",It was Michael who killed Sollozzo.
"01:35:09,450","01:35:13,290",But he's safe. We're starting to work to bring him back.
"01:35:34,680","01:35:37,060",I want you to find out where that old pimp Tattaglia is hiding.
"01:35:37,140","01:35:39,100",I want him now.
"01:35:39,190","01:35:42,730","Sonny, things are starting to loosen up."
"01:35:42,820","01:35:47,530","If you go after Tattaglia, all hell will break loose. Pop can negotiate."
"01:35:47,610","01:35:53,620",- He must get better first. I'll decide... - War is costly. We can't do business.
"01:35:53,700","01:35:57,540",- Neither can they. Don't worry about it! - We can't afford a stalemate.
"01:35:57,660","01:36:02,590",- No more stalemate. I'll kill the bastard! - You're getting a great reputation!
"01:36:02,710","01:36:08,760","Do as I say! If I had a Sicilian wartime consigliere, I wouldn't be in this shape!"
"01:36:08,840","01:36:11,140",Pop had Genco. Look what I got.
"01:36:14,720","01:36:17,020",I'm sorry. I didn't mean that.
"01:36:18,180","01:36:21,150",Ma made a little dinner. It's Sunday.
"01:36:22,060","01:36:26,440",Niggers are having a good time with our policy banks in Harlem.
"01:36:26,530","01:36:30,700","Driving new Cadillacs, paying 50% on a bet."
"01:36:30,780","01:36:34,120",That's because they've started making big money.
"01:36:34,200","01:36:37,500",Papa never talked business at the table.
"01:36:37,580","01:36:41,460","- Shut up, Connie... - Don't you ever tell her to shut up."
"01:36:42,210","01:36:43,290",Don't interfere.
"01:36:45,590","01:36:49,510",I'd like to talk to you after dinner. I could do more for the family...
"01:36:49,590","01:36:52,380",We don't discuss business at the table.
"01:37:39,600","01:37:42,230","I kiss your hand, Don Tommasino."
"01:37:47,770","01:37:49,780",Why are you so far from the house?
"01:37:50,440","01:37:53,110",You know I'm responsible to your father for your life.
"01:37:53,200","01:37:54,490",The bodyguards are here.
"01:37:55,410","01:37:56,740",It's still dangerous...
"01:37:57,870","01:37:59,620",We've heard from Santino in New York...
"01:38:01,040","01:38:03,290",Your enemies know you're here.
"01:38:05,290","01:38:07,040",Did Santino say when I can go back?
"01:38:07,710","01:38:09,000",Not yet.
"01:38:09,670","01:38:11,510",It's out of the question.
"01:38:14,970","01:38:16,390",Where are you going now?
"01:38:18,050","01:38:19,100",To Corleone.
"01:38:19,720","01:38:20,970",Take my car.
"01:38:24,310","01:38:25,350",I want to walk.
"01:38:27,980","01:38:29,150",Be careful.
"01:39:03,680","01:39:05,060",Where have all the men gone?
"01:39:06,100","01:39:08,310",They're all dead from vendettas.
"01:39:09,940","01:39:12,360",There are the names of the dead.
"01:39:28,750","01:39:32,880","Hey, hey, take me to the America, G.I.!"
"01:39:32,960","01:39:37,260","Hey, hey, take me to the America, G. I.! Clark Gable!"
"01:39:37,380","01:39:42,640","America! Take me to the America, G. I.! Clark Gable, Rita Hayworth!"
"01:40:00,570","01:40:02,620",Mamma Mia what a beauty.
"01:40:10,790","01:40:13,880",I think you got hit by the thunderbolt.
"01:40:20,090","01:40:24,100",In Sicily women are more dangerous than shotguns.
"01:40:46,790","01:40:48,950",Did you have a good hunt?
"01:40:49,910","01:40:52,290",You know all the girls around here?
"01:40:52,790","01:40:54,290",We saw some real beauties.
"01:40:55,130","01:40:58,630",One of them struck our friend like a thunderbolt.
"01:41:01,840","01:41:04,600",She would tempt the devil himself.
"01:41:12,230","01:41:14,400",Really put together.
"01:41:14,480","01:41:15,520","Right, Calo?"
"01:41:19,280","01:41:21,280","Such hair, such mouth!"
"01:41:23,660","01:41:26,830",The girls around here are beautiful... but virtuous.
"01:41:27,370","01:41:29,750",This one had a purple dress...
"01:41:30,120","01:41:32,250",And a purple ribbon in her hair.
"01:41:33,120","01:41:36,290",A type more Greek than Italian.
"01:41:38,710","01:41:40,550",Do you know her?
"01:41:44,970","01:41:47,760",There's no girl like that in this town.
"01:41:50,470","01:41:51,680","My God, I understand!"
"01:41:55,810","01:41:56,810",What's wrong?
"01:41:59,020","01:42:00,400",Let's go.
"01:42:02,360","01:42:03,610",It's his daughter.
"01:42:04,070","01:42:05,570",Tell him to come here.
"01:42:08,990","01:42:10,330",Call him.
"01:42:30,390","01:42:32,720","Fabrizio, you translate."
"01:42:36,850","01:42:38,730",I apologize if I offended you.
"01:42:39,730","01:42:43,150",I'm a stranger in this country.
"01:42:43,240","01:42:46,320",I meant no disrespect to you or your daughter.
"01:42:51,790","01:42:54,660","I'm an American, hiding in Sicily."
"01:42:56,080","01:42:58,420",My name is Michael Corleone.
"01:43:00,460","01:43:04,590",There are people who'd pay a lot of money for that information.
"01:43:06,760","01:43:09,800",But then your daughter would lose a father
"01:43:11,390","01:43:13,770",instead of gaining a husband.
"01:43:21,940","01:43:24,150",I want to meet your daughter.
"01:43:24,820","01:43:29,410","With your permission, and under the supervision of your family."
"01:43:30,070","01:43:31,740",With all respect.
"01:43:37,790","01:43:41,790",Come to my house Sunday morning. My name is Vitelli.
"01:43:47,300","01:43:48,800",What's her name?
"01:46:44,140","01:46:46,310",I'll knock you dizzy.
"01:46:52,070","01:46:54,150",Save it for the library.
"01:46:57,820","01:47:00,490",We've got to pick up my sister.
"01:47:18,550","01:47:20,260",What's the matter?
"01:47:22,720","01:47:24,520",What's the matter?
"01:47:26,310","01:47:28,230",- It was my fault! - Where is he?
"01:47:28,310","01:47:31,480",It was my fault. I hit him.
"01:47:31,570","01:47:35,360","I started a fight with him. I hit him, so he hit me..."
"01:47:40,570","01:47:43,870",I'm just going to get a doctor to take a look at you.
"01:47:43,950","01:47:46,460","Sonny, please don't do anything."
"01:47:48,420","01:47:50,500",What's the matter with you? What am I going to do?
"01:47:50,580","01:47:53,460",Make that baby an orphan before he's born?
"01:47:58,010","01:48:01,220",You spic slobs still betting Yankees?
"01:48:01,300","01:48:03,970",Tell them to stop taking in action.
"01:48:04,810","01:48:06,520",We lost enough money last week.
"01:48:13,650","01:48:15,690","Come here, come here!"
"01:49:12,620","01:49:15,960","If you touch my sister again, I'll kill you."
"01:53:09,190","01:53:13,450","Hey! We weren't expecting you, Kay. You should call."
"01:53:13,530","01:53:17,870","Yes, I have. I've tried writing and calling."
"01:53:17,950","01:53:21,790",- I want to reach Michael. - Nobody knows where he is.
"01:53:21,870","01:53:24,420",All we know is that he's all right.
"01:53:26,960","01:53:30,590","- What was that? - An accident, but nobody was hurt."
"01:53:31,720","01:53:35,850","Tom, will you give this letter to Michael. Please?"
"01:53:37,390","01:53:42,560","If I accepted that, a court could prove I have knowledge of his whereabouts."
"01:53:43,560","01:53:45,440",He'll get in touch with you.
"01:53:45,560","01:53:49,230","I let my cab go, so can I call another one, please?"
"01:53:49,320","01:53:51,190",Come on. Sorry.
"01:54:08,420","01:54:13,090",- Hello? - Is Carlo there?
"01:54:13,880","01:54:16,340",- Who is this? - A friend of Carlo.
"01:54:16,430","01:54:19,810",Tell him that I can't make it tonight until later.
"01:54:25,560","01:54:26,810",Bitch!
"01:54:28,820","01:54:31,610",- Dinner's on the table. - I'm not hungry.
